order_id,order_date,category,product,unit_price,quantity,revenue,discount_pct,region,sales_channel,payment_method,customer_age,customer_rating
ORD102972,2024-01-09,Beauty,Moisturizer,17.6,1,17.6,0.2,Central,Online,Cash,30.0,4.0
ORD100733,2024-01-09,Sports,Yoga Mat,22.5,1,22.5,0.1,Central,Online,UPI,39.0,4.0
ORD103420,2024-01-09,Electronics,Laptop,999.0,1,999.0,0.0,North,In-Store,Credit Card,33.0,5.0
ORD103858,2024-01-09,Electronics,Smartphone,699.0,1,699.0,0.0,North,In-Store,Credit Card,18.0,5.0
ORD104298,2024-01-09,Beauty,Sunscreen,16.0,1,16.0,0.0,East,Online,UPI,38.0,5.0
ORD103820,2024-01-09,Beauty,Lipstick,18.0,1,18.0,0.0,North,In-Store,Debit Card,27.0,3.0
ORD103267,2024-01-10,Home & Kitchen,Air Fryer,84.55,2,169.1,0.05,East,In-Store,UPI,20.0,4.0
ORD102936,2024-01-10,Sports,Running Shoes,79.0,1,79.0,0.0,Central,In-Store,UPI,37.0,5.0
ORD103244,2024-01-10,Home & Kitchen,Blender,37.05,1,37.05,0.05,South,In-Store,Wallet,20.0,2.0
ORD101082,2024-01-10,Electronics,Smartwatch,169.15,1,169.15,0.15,East,In-Store,UPI,55.0,5.0
ORD102366,2024-01-10,Apparel,Sneakers,65.0,1,65.0,0.0,East,Online,UPI,37.0,5.0
ORD104164,2024-01-10,Sports,Running Shoes,67.15,1,67.15,0.15,West,Online,Debit Card,18.0,5.0
ORD102682,2024-01-11,Beauty,Lipstick,18.0,1,18.0,0.0,East,In-Store,Credit Card,26.0,4.0
ORD100814,2024-01-11,Electronics,Tablet,349.0,1,349.0,0.0,West,Online,Debit Card,34.0,4.0
ORD103237,2024-01-11,Sports,Running Shoes,79.0,1,79.0,0.0,South,Online,Wallet,18.0,4.0
ORD103787,2024-01-11,Sports,Yoga Mat,25.0,1,25.0,0.0,Central,Online,UPI,43.0,4.0
ORD104380,2024-01-12,Apparel,Sneakers,65.0,2,130.0,0.0,Central,In-Store,UPI,41.0,5.0
ORD100776,2024-01-12,Home & Kitchen,Coffee Maker,59.0,2,118.0,0.0,West,In-Store,Cash,31.0,5.0
ORD100160,2024-01-12,Beauty,Shampoo,11.4,1,11.4,0.05,South,In-Store,Cash,25.0,2.0
ORD103095,2024-01-13,Apparel,Jacket,89.0,1,89.0,0.0,South,Online,Credit Card,18.0,5.0
ORD102270,2024-01-13,Electronics,Smartphone,594.15,1,594.15,0.15,West,In-Store,UPI,47.0,3.0
ORD104319,2024-01-13,Sports,Dumbbells,45.0,1,45.0,0.0,West,Online,Cash,37.0,3.0
ORD101602,2024-01-13,Electronics,Smartphone,699.0,1,699.0,0.0,West,Online,Debit Card,22.0,5.0
ORD104411,2024-01-13,Sports,Dumbbells,42.75,1,42.75,0.05,South,In-Store,Credit Card,22.0,5.0
ORD100241,2024-01-13,Apparel,Jacket,84.55,3,253.65,0.05,South,Online,UPI,24.0,5.0
ORD100895,2024-01-13,Beauty,Shampoo,11.4,2,22.8,0.05,Central,Online,Debit Card,47.0,3.0
ORD101916,2024-01-13,Electronics,Tablet,349.0,1,349.0,0.0,West,Online,Credit Card,26.0,4.0
ORD100914,2024-01-13,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,South,Online,Credit Card,59.0,3.0
ORD101131,2024-01-14,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,South,Online,Credit Card,27.0,5.0
ORD101643,2024-01-14,Sports,Bicycle,349.0,2,698.0,0.0,North,In-Store,UPI,18.0,5.0
ORD102321,2024-01-14,Home & Kitchen,Vacuum,149.0,1,149.0,0.0,West,In-Store,Wallet,29.0,4.0
ORD101260,2024-01-14,Apparel,Jeans,40.5,1,40.5,0.1,North,Online,Wallet,43.0,4.0
ORD102735,2024-01-14,Sports,Bicycle,279.2,2,558.4,0.2,East,Online,Credit Card,44.0,4.0
ORD100683,2024-01-14,Electronics,Smartphone,594.15,3,1782.45,0.15,South,Online,Debit Card,18.0,5.0
ORD104690,2024-01-15,Electronics,Smartphone,699.0,1,699.0,0.0,South,Online,UPI,32.0,5.0
ORD101148,2024-01-15,Apparel,Sneakers,52.0,3,156.0,0.2,Central,In-Store,Debit Card,35.0,4.0
ORD100897,2024-01-15,Beauty,Sunscreen,16.0,1,16.0,0.0,North,Online,Credit Card,49.0,4.0
ORD104893,2024-01-15,Beauty,Moisturizer,22.0,1,22.0,0.0,East,Online,UPI,24.0,4.0
ORD103478,2024-01-15,Home & Kitchen,Coffee Maker,59.0,1,59.0,0.0,North,Online,Debit Card,18.0,3.0
ORD104638,2024-01-15,Home & Kitchen,Blender,33.15,2,66.3,0.15,East,In-Store,Cash,18.0,4.0
ORD100830,2024-01-15,Electronics,Tablet,349.0,1,349.0,0.0,West,Online,UPI,31.0,4.0
ORD104739,2024-01-16,Sports,Yoga Mat,25.0,2,50.0,0.0,East,Online,Debit Card,37.0,5.0
ORD102068,2024-01-16,Beauty,Lipstick,17.1,1,17.1,0.05,North,Online,Credit Card,22.0,3.0
ORD104823,2024-01-16,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,South,Online,Credit Card,36.0,3.0
ORD101187,2024-01-16,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,Central,Online,Credit Card,42.0,3.0
ORD100912,2024-01-16,Sports,Running Shoes,75.05,1,75.05,0.05,Central,Online,UPI,45.0,2.0
ORD101831,2024-01-16,Electronics,Laptop,999.0,1,999.0,0.0,Central,Online,Cash,37.0,5.0
ORD100523,2024-01-17,Beauty,Shampoo,11.4,2,22.8,0.05,West,Online,Debit Card,34.0,1.0
ORD104261,2024-01-17,Sports,Running Shoes,63.2,3,189.6,0.2,East,Online,Debit Card,18.0,5.0
ORD101776,2024-01-17,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,West,In-Store,Debit Card,48.0,4.0
ORD100884,2024-01-17,Beauty,Moisturizer,20.9,2,41.8,0.05,South,In-Store,Debit Card,18.0,4.0
ORD101299,2024-01-17,Home & Kitchen,Coffee Maker,50.15,2,100.3,0.15,South,In-Store,Credit Card,18.0,2.0
ORD103889,2024-01-17,Electronics,Smartphone,699.0,3,2097.0,0.0,Central,Online,Debit Card,33.0,5.0
ORD100761,2024-01-17,Apparel,Jeans,38.25,1,38.25,0.15,East,Online,Debit Card,35.0,4.0
ORD101569,2024-01-17,Beauty,Lipstick,18.0,1,18.0,0.0,South,Online,Credit Card,27.0,3.0
ORD100818,2024-01-18,Electronics,Smartwatch,199.0,2,398.0,0.0,Central,In-Store,Debit Card,27.0,4.0
ORD102364,2024-01-18,Apparel,Jeans,40.5,1,40.5,0.1,North,Online,Credit Card,24.0,
ORD103347,2024-01-18,Sports,Yoga Mat,23.75,1,23.75,0.05,North,Online,UPI,29.0,5.0
ORD103774,2024-01-18,Electronics,Smartphone,664.05,3,1992.15,0.05,North,Online,Credit Card,66.0,5.0
ORD102051,2024-01-18,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,Central,Online,UPI,35.0,5.0
ORD100783,2024-01-19,Electronics,Smartwatch,179.1,1,179.1,0.1,North,In-Store,Wallet,33.0,5.0
ORD103188,2024-01-19,Home & Kitchen,Cookware Set,122.55,2,245.1,0.05,North,Online,Cash,24.0,5.0
ORD104087,2024-01-19,Apparel,Sneakers,61.75,1,61.75,0.05,Central,In-Store,UPI,38.0,4.0
ORD101750,2024-01-19,Home & Kitchen,Cookware Set,103.2,3,309.6,0.2,East,In-Store,Credit Card,38.0,5.0
ORD101869,2024-01-19,Beauty,Shampoo,12.0,1,12.0,0.0,North,In-Store,Credit Card,34.0,3.0
ORD100729,2024-01-20,Home & Kitchen,Coffee Maker,53.1,4,212.4,0.1,North,In-Store,Credit Card,18.0,5.0
ORD103795,2024-01-20,Sports,Yoga Mat,21.25,1,21.25,0.15,West,In-Store,Debit Card,26.0,1.0
ORD102975,2024-01-20,Electronics,Smartphone,664.05,1,664.05,0.05,South,Online,Cash,18.0,4.0
ORD104649,2024-01-20,Home & Kitchen,Coffee Maker,59.0,2,118.0,0.0,Central,Online,UPI,26.0,5.0
ORD101224,2024-01-21,Electronics,Smartwatch,169.15,2,338.3,0.15,South,Online,UPI,23.0,2.0
ORD100170,2024-01-21,Sports,Dumbbells,38.25,4,153.0,0.15,North,In-Store,Wallet,37.0,4.0
ORD102151,2024-01-21,Electronics,Headphones,49.0,1,49.0,0.0,Central,In-Store,UPI,36.0,3.0
ORD101251,2024-01-21,Beauty,Shampoo,12.0,2,24.0,0.0,South,In-Store,Cash,22.0,4.0
ORD104213,2024-01-21,Apparel,Sneakers,58.5,1,58.5,0.1,Central,In-Store,UPI,40.0,3.0
ORD102676,2024-01-21,Home & Kitchen,Vacuum,149.0,1,149.0,0.0,West,In-Store,Debit Card,44.0,2.0
ORD101045,2024-01-21,Beauty,Perfume,61.75,1,61.75,0.05,Central,In-Store,UPI,36.0,3.0
ORD101240,2024-01-21,Beauty,Sunscreen,16.0,5,80.0,0.0,East,In-Store,Debit Card,31.0,3.0
ORD104956,2024-01-21,Apparel,Jeans,45.0,1,45.0,0.0,West,Online,Credit Card,22.0,4.0
ORD103854,2024-01-21,Electronics,Smartphone,699.0,1,699.0,0.0,West,Online,Credit Card,31.0,4.0
ORD103310,2024-01-22,Apparel,Sneakers,58.5,1,58.5,0.1,South,Online,UPI,24.0,3.0
ORD102997,2024-01-22,Beauty,Shampoo,11.4,1,11.4,0.05,Central,Online,Debit Card,22.0,4.0
ORD102203,2024-01-22,Beauty,Sunscreen,16.0,1,16.0,0.0,South,Online,Credit Card,23.0,4.0
ORD104499,2024-01-22,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,East,Online,UPI,36.0,4.0
ORD102889,2024-01-22,Apparel,Jeans,38.25,1,38.25,0.15,South,Online,Debit Card,57.0,4.0
ORD102083,2024-01-22,Electronics,Laptop,899.1,1,899.1,0.1,North,In-Store,UPI,31.0,5.0
ORD104141,2024-01-22,Electronics,Headphones,39.2,1,39.2,0.2,East,Online,UPI,35.0,3.0
ORD101958,2024-01-22,Apparel,Jeans,45.0,3,135.0,0.0,Central,Online,Credit Card,26.0,5.0
ORD102564,2024-01-22,Sports,Yoga Mat,21.25,1,21.25,0.15,North,Online,UPI,42.0,5.0
ORD103913,2024-01-22,Electronics,Headphones,49.0,1,49.0,0.0,Central,Online,Credit Card,44.0,4.0
ORD100977,2024-01-23,Beauty,Lipstick,17.1,1,17.1,0.05,North,Online,Credit Card,34.0,1.0
ORD104992,2024-01-23,Sports,Running Shoes,71.1,1,71.1,0.1,East,In-Store,UPI,46.0,5.0
ORD101760,2024-01-23,Sports,Tent,129.0,3,387.0,0.0,North,In-Store,Credit Card,46.0,5.0
ORD102930,2024-01-23,Sports,Dumbbells,45.0,1,45.0,0.0,West,Online,Wallet,27.0,5.0
ORD102340,2024-01-23,Apparel,Jacket,89.0,4,356.0,0.0,South,In-Store,UPI,43.0,4.0
ORD102001,2024-01-23,Electronics,Smartwatch,169.15,4,676.6,0.15,Central,Online,Debit Card,26.0,4.0
ORD103198,2024-01-23,Apparel,Sneakers,58.5,1,58.5,0.1,North,Online,UPI,32.0,4.0
ORD100697,2024-01-23,Home & Kitchen,Air Fryer,75.65,2,151.3,0.15,East,Online,UPI,18.0,5.0
ORD101429,2024-01-23,Electronics,Smartphone,664.05,1,664.05,0.05,South,Online,Credit Card,31.0,5.0
ORD101499,2024-01-23,Electronics,Smartwatch,179.1,1,179.1,0.1,South,Online,Wallet,57.0,5.0
ORD102076,2024-01-24,Sports,Running Shoes,71.1,2,142.2,0.1,West,In-Store,Debit Card,29.0,5.0
ORD102153,2024-01-24,Beauty,Sunscreen,15.2,1,15.2,0.05,East,Online,Wallet,31.0,4.0
ORD102882,2024-01-24,Apparel,Sneakers,55.25,1,55.25,0.15,South,In-Store,Debit Card,18.0,3.0
ORD101032,2024-01-24,Beauty,Shampoo,10.8,2,21.6,0.1,South,Online,Cash,59.0,3.0
ORD103179,2024-01-24,Apparel,T-Shirt,15.0,1,15.0,0.0,Central,In-Store,UPI,18.0,5.0
ORD101434,2024-01-24,Electronics,Headphones,49.0,2,98.0,0.0,Central,Online,Credit Card,33.0,4.0
ORD100863,2024-01-25,Apparel,Dress,52.25,2,104.5,0.05,South,Online,Credit Card,18.0,3.0
ORD103428,2024-01-25,Beauty,Lipstick,17.1,1,17.1,0.05,South,In-Store,Cash,21.0,2.0
ORD101155,2024-01-25,Sports,Tent,103.2,1,103.2,0.2,South,Online,Credit Card,26.0,5.0
ORD100777,2024-01-25,Electronics,Laptop,799.2,2,1598.4,0.2,Central,In-Store,Debit Card,18.0,3.0
ORD104878,2024-01-25,Sports,Tent,129.0,2,258.0,0.0,West,Online,Cash,50.0,4.0
ORD104399,2024-01-25,Electronics,Laptop,999.0,1,999.0,0.0,East,In-Store,Cash,33.0,5.0
ORD103927,2024-01-25,Electronics,Smartwatch,169.15,3,507.45,0.15,North,In-Store,UPI,32.0,4.0
ORD103282,2024-01-25,Electronics,Smartphone,699.0,2,1398.0,0.0,Central,Online,Debit Card,38.0,1.0
ORD104309,2024-01-26,Apparel,Jeans,38.25,4,153.0,0.15,South,In-Store,UPI,34.0,4.0
ORD102545,2024-01-26,Electronics,Laptop,849.15,1,849.15,0.15,West,In-Store,Credit Card,20.0,5.0
ORD101266,2024-01-26,Home & Kitchen,Vacuum,141.55,1,141.55,0.05,South,Online,UPI,18.0,4.0
ORD104390,2024-01-26,Home & Kitchen,Coffee Maker,59.0,2,118.0,0.0,East,In-Store,Debit Card,52.0,4.0
ORD102162,2024-01-26,Beauty,Shampoo,12.0,1,12.0,0.0,West,Online,Wallet,47.0,4.0
ORD101218,2024-01-26,Sports,Bicycle,331.55,1,331.55,0.05,East,Online,UPI,18.0,5.0
ORD103429,2024-01-26,Beauty,Moisturizer,19.8,2,39.6,0.1,North,In-Store,Debit Card,41.0,5.0
ORD102192,2024-01-26,Apparel,Jeans,45.0,1,45.0,0.0,West,In-Store,Debit Card,34.0,5.0
ORD100405,2024-01-26,Home & Kitchen,Coffee Maker,56.05,1,56.05,0.05,West,In-Store,Cash,25.0,5.0
ORD100497,2024-01-26,Apparel,Sneakers,65.0,2,130.0,0.0,Central,Online,Credit Card,25.0,5.0
ORD100264,2024-01-26,Home & Kitchen,Blender,39.0,1,39.0,0.0,Central,In-Store,UPI,52.0,
ORD103144,2024-01-27,Apparel,Dress,55.0,1,55.0,0.0,North,Online,Credit Card,37.0,4.0
ORD103284,2024-01-27,Apparel,Jacket,84.55,1,84.55,0.05,South,Online,Credit Card,18.0,4.0
ORD103872,2024-01-27,Electronics,Headphones,46.55,1,46.55,0.05,East,In-Store,Credit Card,20.0,2.0
ORD104354,2024-01-27,Home & Kitchen,Blender,37.05,5,185.25,0.05,West,In-Store,Debit Card,42.0,3.0
ORD103514,2024-01-27,Apparel,Sneakers,52.0,2,104.0,0.2,Central,Online,UPI,34.0,5.0
ORD104767,2024-01-27,Home & Kitchen,Blender,39.0,3,117.0,0.0,North,Online,Credit Card,34.0,3.0
ORD103531,2024-01-27,Electronics,Smartwatch,159.2,1,159.2,0.2,North,Online,Credit Card,32.0,4.0
ORD102916,2024-01-27,Electronics,Headphones,49.0,1,49.0,0.0,East,Online,Debit Card,47.0,2.0
ORD101623,2024-01-27,Sports,Tent,129.0,2,258.0,0.0,South,Online,Wallet,46.0,5.0
ORD103583,2024-01-28,Home & Kitchen,Vacuum,134.1,3,402.3,0.1,West,In-Store,Debit Card,22.0,4.0
ORD102659,2024-01-28,Home & Kitchen,Cookware Set,129.0,3,387.0,0.0,Central,Online,Cash,38.0,5.0
ORD103831,2024-01-28,Sports,Running Shoes,79.0,3,237.0,0.0,South,Online,Credit Card,40.0,
ORD103561,2024-01-28,Sports,Tent,103.2,2,206.4,0.2,South,Online,Credit Card,29.0,3.0
ORD102529,2024-01-28,Sports,Yoga Mat,23.75,3,71.25,0.05,Central,Online,Cash,33.0,4.0
ORD104457,2024-01-28,Sports,Yoga Mat,25.0,1,25.0,0.0,South,Online,Credit Card,39.0,5.0
ORD102674,2024-01-28,Sports,Dumbbells,45.0,4,180.0,0.0,Central,Online,UPI,37.0,4.0
ORD102149,2024-01-29,Beauty,Sunscreen,16.0,1,16.0,0.0,Central,Online,Debit Card,53.0,4.0
ORD104806,2024-01-29,Beauty,Perfume,61.75,1,61.75,0.05,Central,In-Store,Debit Card,46.0,3.0
ORD104427,2024-01-29,Sports,Dumbbells,40.5,1,40.5,0.1,West,Online,Credit Card,18.0,3.0
ORD100092,2024-01-29,Beauty,Perfume,58.5,1,58.5,0.1,West,In-Store,Credit Card,22.0,5.0
ORD104407,2024-01-29,Home & Kitchen,Blender,37.05,4,148.2,0.05,South,In-Store,Wallet,56.0,1.0
ORD102310,2024-01-29,Sports,Tent,122.55,1,122.55,0.05,East,In-Store,UPI,33.0,2.0
ORD101562,2024-01-29,Electronics,Headphones,49.0,1,49.0,0.0,South,Online,Credit Card,18.0,4.0
ORD103261,2024-01-29,Sports,Bicycle,349.0,1,349.0,0.0,East,Online,UPI,53.0,4.0
ORD100042,2024-01-29,Home & Kitchen,Vacuum,119.2,1,119.2,0.2,North,In-Store,Credit Card,36.0,4.0
ORD104313,2024-01-29,Apparel,T-Shirt,12.75,1,12.75,0.15,Central,Online,UPI,28.0,4.0
ORD102851,2024-01-30,Electronics,Smartphone,699.0,1,699.0,0.0,East,Online,Debit Card,41.0,2.0
ORD103033,2024-01-30,Beauty,Moisturizer,22.0,1,22.0,0.0,South,Online,Credit Card,18.0,3.0
ORD103384,2024-01-30,Sports,Bicycle,349.0,2,698.0,0.0,East,In-Store,Cash,38.0,1.0
ORD102923,2024-01-30,Apparel,Sneakers,55.25,1,55.25,0.15,West,In-Store,Wallet,60.0,5.0
ORD103319,2024-01-30,Home & Kitchen,Blender,39.0,1,39.0,0.0,West,Online,Credit Card,46.0,4.0
ORD101234,2024-01-31,Electronics,Headphones,44.1,1,44.1,0.1,North,Online,Credit Card,25.0,5.0
ORD102536,2024-01-31,Apparel,T-Shirt,13.5,3,40.5,0.1,Central,Online,Debit Card,32.0,3.0
ORD103019,2024-01-31,Electronics,Smartphone,664.05,5,3320.25,0.05,West,In-Store,Wallet,29.0,4.0
ORD104889,2024-01-31,Home & Kitchen,Cookware Set,122.55,3,367.65,0.05,West,Online,Debit Card,18.0,5.0
ORD101649,2024-01-31,Beauty,Lipstick,18.0,3,54.0,0.0,West,In-Store,Debit Card,45.0,2.0
ORD104142,2024-01-31,Apparel,Dress,55.0,1,55.0,0.0,South,In-Store,Credit Card,18.0,5.0
ORD102861,2024-01-31,Apparel,Jeans,42.75,1,42.75,0.05,South,Online,Credit Card,38.0,4.0
ORD100414,2024-01-31,Apparel,Jacket,84.55,1,84.55,0.05,South,Online,Debit Card,26.0,5.0
ORD101781,2024-01-31,Sports,Tent,109.65,1,109.65,0.15,North,Online,Wallet,34.0,4.0
ORD104469,2024-01-31,Apparel,Jeans,45.0,1,45.0,0.0,West,Online,UPI,18.0,1.0
ORD102544,2024-02-01,Home & Kitchen,Air Fryer,80.1,1,80.1,0.1,South,In-Store,Credit Card,18.0,4.0
ORD102038,2024-02-01,Beauty,Perfume,65.0,2,130.0,0.0,West,Online,Wallet,28.0,5.0
ORD104590,2024-02-01,Electronics,Headphones,49.0,1,49.0,0.0,West,Online,Credit Card,18.0,3.0
ORD102955,2024-02-01,Beauty,Sunscreen,15.2,2,30.4,0.05,North,Online,UPI,46.0,5.0
ORD101428,2024-02-01,Sports,Yoga Mat,25.0,1,25.0,0.0,Central,Online,Debit Card,37.0,5.0
ORD101988,2024-02-01,Beauty,Lipstick,16.2,1,16.2,0.1,West,In-Store,UPI,52.0,5.0
ORD100561,2024-02-01,Electronics,Smartphone,699.0,1,699.0,0.0,West,In-Store,Credit Card,37.0,4.0
ORD104610,2024-02-02,Electronics,Laptop,999.0,1,999.0,0.0,North,Online,Credit Card,54.0,5.0
ORD103668,2024-02-02,Home & Kitchen,Vacuum,141.55,1,141.55,0.05,South,In-Store,Cash,19.0,4.0
ORD100572,2024-02-03,Apparel,Jeans,42.75,1,42.75,0.05,East,In-Store,Credit Card,22.0,5.0
ORD102906,2024-02-03,Apparel,Jacket,80.1,1,80.1,0.1,South,Online,UPI,29.0,1.0
ORD103331,2024-02-03,Apparel,Jacket,84.55,3,253.65,0.05,South,Online,Credit Card,20.0,5.0
